ID,tipo_producto,temp_idx,Sex,inception_date,birth_date,sum_insured,tariff_grp,country,reins_name,annual_prem,prem_frecuency,comission_precentage
7005,Temporal,5,Female,22/12/2021,27/11/1979,615038,7,Ecuador,SCOR,46223.99,Trimestral,18.3
7006,Temporal,1,Female,22/11/2021,15/12/1978,586468,8,Brasil,Everest Re,37890.46,Mensual,5.1
7007,Vitalicio,,Male,28/10/2022,01/09/1957,256880,9,Mexico,Everest Re,26273.23,Semestral,20.3
7008,Vitalicio,,Female,02/06/2020,15/03/1954,128312,3,Ecuador,Hannover Re,27800.32,Trimestral,8.9
7009,Vitalicio,,Male,28/07/2022,03/01/1974,125723,3,Chile,Lloyds,14801.96,Trimestral,17.4
7010,Vitalicio,,Male,17/01/2021,15/05/1950,356977,3,Ecuador,Berkshire Re,35426.35,Anual,7.9
7011,Temporal,4,Female,26/01/2024,31/12/1965,801219,1,Peru,Partner Re,49208.2,Trimestral,13.2
7012,Vitalicio,,Female,27/07/2021,01/03/1977,943625,8,Argentina,Hannover Re,41313.54,Mensual,5.5
7013,Temporal,4,Male,26/05/2021,26/09/1961,671838,8,Ecuador,Lloyds,9984.47,Semestral,8.4
7014,Vitalicio,,Female,19/04/2022,16/02/1979,459931,7,Brasil,Hannover Re,19027.18,Anual,23.9
7015,Vitalicio,,Female,14/04/2023,27/03/1965,320337,9,Uruguay,Hannover Re,40987.03,Trimestral,10.9
7016,Vitalicio,,Female,17/05/2022,26/09/1971,715340,9,Chile,Munich Re,33419.95,Anual,19.1
7017,Vitalicio,,Female,06/12/2024,01/11/1971,846621,4,Mexico,Partner Re,44916.58,Anual,24.8
7018,Vitalicio,,Female,07/07/2024,12/08/1956,860060,8,Chile,SCOR,38430.46,Mensual,15.6
7019,Vitalicio,,Male,06/02/2023,02/11/1966,317505,7,Peru,Everest Re,39081.72,Semestral,11.5
7020,Temporal,5,Male,08/08/2022,16/11/1979,749674,6,Brasil,Munich Re,27198.06,Anual,8.7
7021,Vitalicio,,Male,27/07/2023,22/04/1987,962230,1,Colombia,Lloyds,33855.12,Mensual,8.9
7022,Temporal,3,Male,11/09/2020,10/08/1970,992471,5,Uruguay,Everest Re,3256.11,Anual,6.5
7023,Temporal,5,Male,09/10/2023,24/01/1964,250845,9,Brasil,Swiss Re,7489.14,Mensual,16.8
7024,Vitalicio,,Female,16/02/2024,12/02/1951,207558,8,Brasil,Everest Re,10891.14,Mensual,7
7025,Temporal,3,Female,15/11/2020,24/01/1952,800767,10,Chile,Berkshire Re,43410.95,Semestral,13.1
7026,Vitalicio,,Female,26/03/2024,21/12/1964,392628,6,Colombia,Munich Re,49860.9,Trimestral,21
7027,Vitalicio,,Female,30/03/2020,05/01/1980,638928,2,Uruguay,Partner Re,13044.9,Semestral,16.6
7028,Temporal,2,Male,21/02/2023,29/10/1986,894786,4,Chile,Everest Re,31870.62,Mensual,14.3
7029,Vitalicio,,Male,03/10/2023,04/04/1985,995413,3,Brasil,SCOR,31240.5,Mensual,18.2
7030,Temporal,2,Male,10/07/2024,12/02/1968,69642,4,Ecuador,SCOR,18898.53,Anual,15.5
7031,Vitalicio,,Male,07/09/2023,19/09/1966,658779,9,Brasil,SCOR,1804.76,Mensual,14.2
7032,Temporal,3,Male,18/05/2024,18/05/1955,702979,8,Colombia,Munich Re,7580.55,Anual,8
7033,Vitalicio,,Female,07/03/2023,31/08/1962,639932,5,Argentina,Everest Re,29619.33,Anual,5.3
7034,Vitalicio,,Female,08/10/2020,24/03/1966,206940,4,Ecuador,Swiss Re,10491.5,Anual,18.1
7035,Temporal,1,Male,20/06/2022,14/09/1981,503898,9,Peru,Partner Re,7362.06,Mensual,15.2
7036,Temporal,1,Female,11/02/2022,22/01/1970,135620,9,Mexico,Munich Re,45610.3,Semestral,13.8
7037,Temporal,5,Female,28/02/2023,17/12/1984,497369,8,Brasil,Berkshire Re,41464.37,Anual,12.3
7038,Temporal,3,Male,31/10/2021,14/04/1969,322828,3,Brasil,Everest Re,30409.82,Semestral,23
7039,Temporal,4,Female,27/03/2021,20/06/1977,946784,6,Chile,SCOR,48608.27,Mensual,6.9
7040,Temporal,5,Female,07/08/2021,04/05/1990,235824,6,Ecuador,Swiss Re,49974.53,Trimestral,18.5
7041,Vitalicio,,Male,30/10/2023,24/07/1967,638817,4,Uruguay,Partner Re,12742.46,Mensual,6.7
7042,Vitalicio,,Male,30/09/2022,01/10/1981,745760,9,Chile,Lloyds,29782.69,Anual,20
7043,Vitalicio,,Female,16/05/2024,18/05/1976,526849,5,Peru,Munich Re,44755.03,Trimestral,6.1
7044,Vitalicio,,Female,23/09/2022,07/01/1967,275164,9,Mexico,Swiss Re,22381.9,Semestral,5.9
7045,Vitalicio,,Female,19/10/2020,05/11/1968,245682,8,Argentina,Munich Re,39145.62,Anual,14.3
7046,Vitalicio,,Male,14/02/2020,16/06/1970,450825,1,Argentina,Everest Re,28975.95,Trimestral,10.4
7047,Vitalicio,,Female,10/04/2020,06/05/1967,331356,9,Chile,Partner Re,46794.87,Semestral,20
7048,Temporal,1,Female,08/05/2020,06/07/1954,351537,7,Ecuador,Lloyds,33388.94,Mensual,24.3
7049,Vitalicio,,Female,03/11/2020,09/04/1964,204578,6,Brasil,Lloyds,25507.6,Anual,9
7050,Vitalicio,,Female,27/10/2022,29/09/1952,342089,2,Brasil,SCOR,34268.42,Semestral,22.2
7051,Temporal,2,Male,13/12/2024,17/09/1966,392611,4,Brasil,Swiss Re,13310.08,Anual,12.9
7052,Vitalicio,,Male,31/05/2022,12/06/1972,728016,2,Brasil,Partner Re,3818.56,Semestral,14.3
7053,Temporal,3,Female,26/01/2023,23/12/1970,174551,6,Argentina,SCOR,23762.32,Trimestral,19.5
7054,Vitalicio,,Female,08/07/2022,06/09/1980,855578,1,Uruguay,Munich Re,25522.94,Mensual,21.2
7055,Vitalicio,,Male,13/07/2023,02/05/1982,99697,10,Argentina,Everest Re,9126.65,Mensual,15.9
7056,Temporal,3,Male,20/10/2020,21/05/1984,701331,1,Brasil,Munich Re,15933.31,Mensual,23.3
7057,Temporal,5,Male,19/02/2024,09/09/1951,990297,2,Uruguay,SCOR,29962.59,Trimestral,19.8
7058,Vitalicio,,Male,04/05/2020,14/12/1969,932011,6,Ecuador,Munich Re,887.28,Semestral,21
7059,Temporal,1,Female,23/04/2023,26/02/1968,179470,4,Chile,Hannover Re,49967.36,Trimestral,6.8
7060,Vitalicio,,Female,29/01/2024,05/01/1963,566282,1,Brasil,Lloyds,41702.45,Trimestral,6.9
7061,Vitalicio,,Male,19/02/2024,02/01/1983,709298,3,Argentina,Lloyds,44707.85,Anual,6.3
7062,Temporal,5,Female,02/03/2024,13/03/1964,874512,6,Colombia,Munich Re,8334.67,Semestral,5.8
7063,Vitalicio,,Male,29/08/2020,12/03/1986,523791,4,Ecuador,SCOR,45464.4,Trimestral,5.3
7064,Vitalicio,,Female,25/01/2020,25/01/1957,852059,7,Mexico,Swiss Re,13859.38,Semestral,5.5
7065,Temporal,4,Female,27/06/2022,15/06/1983,915304,4,Brasil,Munich Re,40036.96,Mensual,6.4
7066,Temporal,2,Male,13/04/2021,29/11/1971,706530,4,Ecuador,Hannover Re,5174.65,Semestral,20.5
7067,Vitalicio,,Female,12/10/2024,13/02/1965,666948,7,Brasil,SCOR,34702.63,Mensual,18.3
7068,Temporal,2,Female,05/01/2022,03/09/1969,840842,4,Brasil,Partner Re,35608.73,Semestral,6.3
7069,Vitalicio,,Female,05/02/2021,22/01/1963,683464,1,Ecuador,Partner Re,32992.19,Semestral,6.9
7070,Temporal,4,Female,17/11/2023,08/01/1983,584590,7,Uruguay,Swiss Re,5713.27,Mensual,8.8
7071,Vitalicio,,Female,28/09/2020,22/01/1968,476345,3,Chile,Lloyds,43655.25,Mensual,24.1
7072,Vitalicio,,Female,27/12/2024,07/02/1983,158666,10,Peru,Berkshire Re,31582.43,Mensual,7.9
7073,Temporal,2,Male,26/10/2021,18/03/1973,885794,1,Peru,Berkshire Re,44395.51,Anual,18.7
7074,Vitalicio,,Female,24/09/2023,18/11/1951,333400,4,Colombia,SCOR,47184.64,Trimestral,10.9
7075,Vitalicio,,Male,24/07/2021,11/10/1965,638566,1,Peru,Hannover Re,29053.19,Mensual,11.5
7076,Vitalicio,,Female,11/02/2022,23/12/1983,548493,8,Mexico,Hannover Re,38636.68,Anual,19.1
7077,Vitalicio,,Female,30/07/2022,18/07/1989,692331,8,Chile,Swiss Re,21489.14,Anual,24.6
7078,Vitalicio,,Female,01/10/2020,22/10/1950,354891,4,Peru,Lloyds,14231.69,Semestral,8.1
7079,Vitalicio,,Male,11/06/2022,13/04/1961,210235,4,Mexico,SCOR,30302.66,Semestral,12.8
7080,Vitalicio,,Male,30/07/2020,23/05/1972,60221,7,Peru,Everest Re,43581.97,Anual,11.8
7081,Temporal,1,Female,21/11/2022,10/10/1957,84166,7,Ecuador,Partner Re,38180.99,Mensual,18.6
7082,Temporal,3,Female,19/07/2021,28/05/1971,223501,2,Peru,Partner Re,48305.95,Mensual,14.4
7083,Vitalicio,,Male,01/02/2023,07/09/1987,152850,9,Colombia,Everest Re,20374.2,Trimestral,23.5
7084,Vitalicio,,Male,15/03/2021,03/10/1980,468774,1,Ecuador,SCOR,18494.54,Anual,15.7
7085,Temporal,3,Male,28/04/2020,20/09/1974,313201,7,Colombia,SCOR,17009.67,Mensual,15.1
7086,Vitalicio,,Male,08/01/2020,01/11/1964,139234,1,Chile,Hannover Re,28269.15,Semestral,20.6
7087,Temporal,1,Female,31/05/2024,01/04/1955,158608,4,Uruguay,SCOR,13014.66,Mensual,14.7
7088,Vitalicio,,Female,21/07/2024,19/03/1983,89586,3,Brasil,Partner Re,8121.18,Semestral,17.3
7089,Vitalicio,,Male,28/06/2024,18/04/1977,187148,10,Argentina,Munich Re,31956.08,Semestral,5.8
7090,Vitalicio,,Female,27/02/2024,25/05/1962,143612,9,Argentina,Swiss Re,12720.64,Trimestral,7.5
7091,Vitalicio,,Female,10/02/2021,30/03/1956,661920,2,Mexico,Swiss Re,16932,Mensual,12.7
7092,Temporal,2,Female,25/08/2023,04/09/1977,570907,9,Uruguay,Hannover Re,49234.79,Mensual,13.7
7093,Temporal,2,Male,22/02/2023,22/11/1966,308080,4,Argentina,SCOR,4525.81,Mensual,14.1
7094,Vitalicio,,Female,28/11/2022,21/03/1957,939168,4,Argentina,Munich Re,40293.45,Semestral,22.2
7095,Vitalicio,,Male,07/02/2020,30/01/1986,908505,7,Colombia,Partner Re,46580.43,Anual,6.9
7096,Temporal,5,Female,28/08/2021,24/06/1952,383727,3,Uruguay,Berkshire Re,20153.45,Trimestral,9
7097,Temporal,2,Female,05/05/2022,29/09/1976,557458,4,Ecuador,Partner Re,41545.52,Semestral,13.7
7098,Temporal,1,Male,18/01/2020,10/04/1951,993147,2,Argentina,Everest Re,37310.9,Anual,23.5
7099,Temporal,1,Female,28/08/2021,20/01/1976,546201,10,Brasil,Partner Re,39319.36,Mensual,23.8
7100,Temporal,5,Female,02/05/2023,22/11/1968,788198,2,Brasil,Berkshire Re,22983.24,Trimestral,17.4
7101,Temporal,3,Male,11/12/2023,15/02/1952,210551,8,Chile,Partner Re,27399.05,Anual,5.8
7102,Temporal,5,Female,27/11/2021,15/07/1957,333120,10,Colombia,Berkshire Re,36874.15,Semestral,12.1
7103,Vitalicio,,Female,18/04/2022,08/05/1960,212382,7,Ecuador,Everest Re,49856.78,Mensual,20.5
7104,Temporal,4,Male,28/04/2022,10/02/1978,187669,8,Peru,Swiss Re,36692,Anual,21.4
7105,Temporal,3,Male,23/08/2023,07/03/1967,873749,7,Brasil,Munich Re,36498.65,Anual,15
7106,Vitalicio,,Female,25/10/2023,02/04/1961,843745,6,Colombia,Hannover Re,21727.37,Mensual,11.2
7107,Vitalicio,,Female,17/10/2024,31/07/1960,433430,4,Argentina,Partner Re,24166.34,Anual,17.7
7108,Vitalicio,,Female,04/05/2023,30/01/1989,145228,2,Argentina,Lloyds,12444.02,Mensual,5.1
7109,Vitalicio,,Male,01/08/2020,03/02/1978,344200,1,Argentina,Lloyds,49312.28,Semestral,7.7
7110,Temporal,4,Male,12/05/2024,21/04/1986,506700,5,Mexico,Swiss Re,49320.57,Trimestral,20.5
7111,Vitalicio,,Female,07/04/2023,03/06/1982,871333,4,Mexico,Munich Re,35788.46,Anual,21.6
7112,Vitalicio,,Female,30/07/2022,03/05/1975,71913,2,Brasil,Munich Re,28587.41,Semestral,12.6
7113,Temporal,1,Male,05/05/2022,26/09/1977,452090,6,Chile,Berkshire Re,23349.5,Trimestral,11
7114,Vitalicio,,Male,27/02/2021,13/04/1990,754351,8,Mexico,Berkshire Re,9814.16,Semestral,16.7
7115,Temporal,1,Male,31/05/2020,01/10/1986,589421,6,Chile,Everest Re,7960.44,Anual,7.8
7116,Temporal,4,Female,19/11/2022,01/10/1960,424981,8,Peru,Munich Re,23462.58,Semestral,16.6
7117,Vitalicio,,Female,03/10/2023,23/02/1984,604138,5,Peru,Swiss Re,23293.72,Semestral,24.3
7118,Temporal,5,Female,13/03/2021,01/08/1978,94559,7,Chile,Lloyds,33791.37,Semestral,13.4
7119,Vitalicio,,Male,20/06/2020,04/11/1979,11992,1,Brasil,SCOR,11840.04,Semestral,11.5
7120,Vitalicio,,Female,20/11/2020,14/01/1977,434360,3,Brasil,Berkshire Re,17689.92,Mensual,22
7121,Temporal,3,Male,15/01/2021,03/04/1982,192113,5,Mexico,Berkshire Re,12929.48,Trimestral,17.8
7122,Temporal,5,Female,16/02/2020,08/04/1951,473793,3,Colombia,Hannover Re,21726.41,Semestral,6.5
7123,Temporal,5,Male,22/12/2024,01/01/1976,465971,4,Argentina,Munich Re,41150.73,Mensual,23.6
7124,Temporal,5,Female,08/01/2021,23/04/1989,505650,4,Brasil,Berkshire Re,43666.9,Trimestral,19.2
7125,Temporal,1,Male,18/09/2022,29/01/1957,907789,10,Peru,Partner Re,2798.7,Semestral,18.3
7126,Vitalicio,,Female,05/08/2022,29/06/1971,42465,7,Colombia,Partner Re,42098.71,Semestral,17.9
7127,Temporal,1,Male,12/01/2022,16/05/1974,994597,2,Uruguay,Berkshire Re,28438.46,Trimestral,14.6
7128,Vitalicio,,Female,27/11/2020,18/12/1954,179774,8,Mexico,Hannover Re,46897.15,Semestral,16.2
7129,Temporal,5,Female,18/03/2024,26/09/1972,701102,8,Argentina,Berkshire Re,24327.76,Semestral,13
7130,Vitalicio,,Female,09/11/2022,13/10/1979,975020,3,Ecuador,Munich Re,25405.85,Trimestral,22.2
7131,Temporal,5,Male,28/04/2023,03/09/1985,659495,3,Brasil,Swiss Re,20873.3,Trimestral,8.9
7132,Vitalicio,,Female,19/10/2022,05/03/1971,536983,6,Ecuador,Lloyds,15659.83,Trimestral,18.7
7133,Temporal,2,Male,12/12/2024,17/03/1989,998808,7,Mexico,Hannover Re,37359.69,Semestral,7.8
7134,Temporal,5,Female,13/03/2024,06/09/1961,629423,7,Argentina,SCOR,7535.85,Mensual,12
7135,Vitalicio,,Female,02/07/2021,02/02/1978,934363,2,Mexico,Munich Re,37651.41,Mensual,13.8
7136,Vitalicio,,Male,11/09/2022,24/12/1955,556857,3,Peru,Munich Re,19093.18,Anual,8.8
7137,Vitalicio,,Female,17/07/2021,19/01/1981,365722,7,Argentina,SCOR,36115.42,Anual,7
7138,Temporal,2,Female,08/05/2024,14/05/1956,487961,4,Uruguay,Lloyds,45882.87,Mensual,13.5
7139,Vitalicio,,Male,30/11/2022,07/07/1975,775928,4,Argentina,Lloyds,2551.26,Anual,14.1
7140,Temporal,5,Male,27/07/2022,23/03/1961,124457,6,Uruguay,Lloyds,48615.34,Anual,19.5
7141,Temporal,4,Male,11/09/2020,17/03/1989,413685,2,Uruguay,Everest Re,4377.23,Semestral,19.4
7142,Temporal,5,Male,26/09/2023,13/03/1967,863375,1,Uruguay,SCOR,33108,Anual,11.8
7143,Vitalicio,,Male,02/04/2023,26/06/1966,611695,2,Uruguay,Partner Re,47247.12,Semestral,11
7144,Temporal,4,Female,15/07/2021,26/12/1962,749688,8,Mexico,SCOR,41531.08,Mensual,22.4
7145,Temporal,1,Female,08/08/2022,23/11/1971,467459,8,Uruguay,Berkshire Re,24193.35,Mensual,20.3
7146,Vitalicio,,Male,03/09/2023,14/03/1955,806155,1,Ecuador,Partner Re,29884.82,Mensual,20.2
7147,Temporal,3,Female,19/05/2020,09/12/1957,544811,2,Mexico,Everest Re,5579.29,Trimestral,23.6
7148,Temporal,2,Female,20/11/2021,17/06/1957,405257,8,Brasil,Lloyds,3299.02,Mensual,21.6
7149,Vitalicio,,Female,10/07/2021,18/08/1959,704783,10,Chile,SCOR,32367.44,Semestral,18.1
7150,Temporal,5,Male,26/05/2021,12/09/1970,286089,6,Argentina,Berkshire Re,7961.63,Anual,10.7
7151,Temporal,3,Male,08/05/2021,11/09/1985,633892,6,Argentina,Munich Re,11081.46,Anual,16.7
7152,Vitalicio,,Female,21/09/2024,15/04/1963,24685,6,Uruguay,Berkshire Re,34170.03,Trimestral,18.5
7153,Temporal,4,Male,08/12/2023,14/11/1967,721059,3,Brasil,Partner Re,33689.01,Semestral,5.9
7154,Vitalicio,,Male,15/11/2024,20/03/1955,597305,8,Uruguay,SCOR,22833.26,Mensual,7.5
7155,Vitalicio,,Male,19/03/2022,11/09/1964,387656,6,Chile,Hannover Re,7800.68,Mensual,10.3
7156,Temporal,2,Female,19/09/2023,24/01/1964,222603,6,Peru,Lloyds,30528.29,Mensual,6.2
7157,Vitalicio,,Male,15/12/2021,02/07/1986,512060,4,Ecuador,Lloyds,29272.35,Mensual,19.4
7158,Temporal,1,Female,20/01/2023,19/03/1980,485533,7,Argentina,Hannover Re,47633.14,Trimestral,16.4
7159,Vitalicio,,Male,25/02/2020,27/07/1989,509524,5,Chile,Everest Re,46304.87,Anual,7.3
7160,Vitalicio,,Male,01/11/2020,18/12/1972,831667,4,Brasil,Munich Re,25155.04,Trimestral,23.7
7161,Temporal,3,Female,23/06/2022,12/11/1982,995789,6,Colombia,Hannover Re,3496.11,Trimestral,8.8
7162,Vitalicio,,Female,08/09/2023,07/08/1952,583148,5,Chile,Everest Re,41905.22,Anual,6.5
7163,Temporal,4,Male,09/11/2022,20/04/1952,225995,2,Argentina,Hannover Re,16961.82,Trimestral,19.6
7164,Vitalicio,,Female,07/08/2022,04/11/1979,403111,6,Brasil,Berkshire Re,3769.54,Trimestral,15.8
7165,Vitalicio,,Female,15/07/2024,04/10/1957,811115,10,Chile,Everest Re,6888.94,Semestral,7.3
7166,Temporal,5,Female,29/04/2024,19/07/1951,266461,5,Uruguay,Swiss Re,36431.84,Anual,9
7167,Temporal,3,Female,06/08/2020,03/12/1968,112184,7,Brasil,Lloyds,14768.59,Trimestral,13.8
7168,Temporal,4,Male,31/05/2020,18/06/1990,46146,5,Uruguay,Everest Re,39223.61,Anual,9.2
7169,Vitalicio,,Female,19/06/2022,05/01/1990,397761,9,Brasil,Munich Re,49215.24,Anual,17.2
7170,Temporal,5,Male,18/12/2022,13/03/1960,587215,5,Mexico,Berkshire Re,6867.82,Semestral,14.4
7171,Temporal,3,Female,21/02/2023,31/07/1988,959949,6,Uruguay,Berkshire Re,48939.8,Semestral,7.5
7172,Temporal,5,Female,14/02/2022,12/04/1979,539042,7,Chile,Swiss Re,39311.61,Mensual,19.6
7173,Vitalicio,,Male,07/03/2024,25/10/1967,704166,8,Chile,SCOR,1299.61,Trimestral,13
7174,Vitalicio,,Female,21/12/2020,22/10/1968,101986,6,Ecuador,Partner Re,4853.19,Trimestral,7.2
7175,Vitalicio,,Female,15/12/2024,11/07/1957,799134,8,Peru,SCOR,17662.68,Anual,21
7176,Temporal,4,Female,16/01/2023,31/10/1973,505072,5,Chile,Hannover Re,996.03,Anual,17.6
7177,Temporal,4,Male,10/10/2023,07/12/1979,870875,9,Mexico,Hannover Re,19253.69,Mensual,9.6
7178,Temporal,2,Male,15/03/2022,21/12/1985,407737,6,Ecuador,Swiss Re,48486.09,Semestral,5
7179,Vitalicio,,Male,22/09/2024,15/11/1978,849133,4,Uruguay,SCOR,44924.57,Trimestral,10.3
7180,Temporal,5,Female,18/01/2022,13/08/1976,317273,2,Argentina,Partner Re,14497.7,Trimestral,16.7
7181,Temporal,1,Female,15/07/2020,01/09/1974,381679,6,Mexico,Partner Re,12328.93,Semestral,5.5
7182,Vitalicio,,Male,12/07/2021,05/05/1967,663668,1,Argentina,Munich Re,19005.69,Trimestral,14.9
7183,Vitalicio,,Female,21/11/2024,25/03/1977,985013,2,Uruguay,Hannover Re,44579.95,Semestral,5.5
7184,Vitalicio,,Female,30/11/2024,04/05/1968,772383,9,Chile,Everest Re,28635.57,Semestral,22.7
7185,Vitalicio,,Female,13/05/2023,03/03/1973,181043,4,Mexico,Everest Re,37276.05,Trimestral,8.2
7186,Temporal,4,Female,02/09/2021,05/08/1957,629040,2,Colombia,Hannover Re,38368.5,Semestral,15.8
7187,Vitalicio,,Male,15/10/2022,18/03/1984,253262,7,Colombia,SCOR,12339.85,Mensual,21.2
7188,Vitalicio,,Female,13/11/2021,01/02/1981,880133,10,Brasil,Lloyds,1991.41,Anual,16.7
7189,Temporal,1,Male,10/10/2023,06/10/1963,630106,1,Colombia,Swiss Re,17832.27,Semestral,18.7
7190,Temporal,4,Male,26/07/2023,07/12/1978,593822,5,Argentina,Swiss Re,45560.49,Anual,16.8
7191,Temporal,2,Male,09/01/2022,16/03/1972,998203,3,Colombia,Berkshire Re,38336.25,Mensual,19.4
7192,Temporal,4,Male,09/10/2022,02/10/1959,253283,2,Uruguay,Lloyds,25979.31,Semestral,20.3
7193,Vitalicio,,Male,02/10/2022,14/11/1970,572530,3,Mexico,Swiss Re,26280.46,Anual,17.7
7194,Temporal,5,Female,12/01/2020,12/08/1953,19023,10,Uruguay,Everest Re,30188.99,Anual,10.4
7195,Vitalicio,,Male,31/03/2023,22/04/1959,791062,7,Uruguay,Lloyds,5107.09,Semestral,18.3
7196,Temporal,3,Male,13/03/2021,08/04/1979,100629,10,Peru,Everest Re,31146.22,Semestral,23.6
7197,Temporal,1,Male,05/02/2023,08/07/1975,698126,3,Argentina,Partner Re,34295.64,Trimestral,9.1
7198,Vitalicio,,Female,28/01/2021,20/06/1977,738707,4,Chile,Everest Re,48914.24,Semestral,23.8
7199,Vitalicio,,Female,09/11/2020,29/06/1974,699319,9,Colombia,Lloyds,15431.99,Semestral,21.8
7200,Temporal,4,Female,20/04/2022,17/10/1972,454099,7,Brasil,Berkshire Re,27309.9,Anual,5.7
7201,Vitalicio,,Male,02/05/2022,28/05/1965,643562,8,Uruguay,Swiss Re,8589.13,Anual,8.5
7202,Temporal,1,Male,07/08/2020,05/12/1955,246635,7,Peru,Swiss Re,23648.16,Anual,5.8
7203,Vitalicio,,Female,25/10/2024,27/05/1984,921092,8,Peru,SCOR,21136.48,Mensual,19.2
7204,Temporal,3,Female,28/10/2022,29/04/1971,962620,10,Brasil,Partner Re,9676.03,Trimestral,13.3
7205,Temporal,4,Female,07/05/2020,10/06/1950,523763,1,Brasil,Munich Re,30544.8,Trimestral,6.3
7206,Vitalicio,,Female,16/05/2020,26/12/1966,71472,8,Peru,Munich Re,45169.43,Trimestral,14.2
7207,Vitalicio,,Male,21/05/2023,15/07/1973,143573,4,Ecuador,SCOR,12864.43,Semestral,18.7
7208,Temporal,5,Female,08/05/2021,28/03/1972,328634,6,Peru,Berkshire Re,25510.79,Mensual,18.7
7209,Vitalicio,,Male,29/07/2020,11/09/1982,983856,8,Chile,Munich Re,2154.27,Mensual,6.5
7210,Temporal,4,Male,08/09/2021,07/10/1966,249160,3,Mexico,SCOR,12100.62,Semestral,14
7211,Vitalicio,,Male,19/05/2023,17/10/1969,664878,2,Mexico,SCOR,23465.76,Mensual,18
7212,Temporal,3,Female,12/01/2022,02/12/1977,343521,9,Peru,Lloyds,6445.92,Mensual,12.4
7213,Vitalicio,,Female,25/07/2023,01/05/1963,129254,1,Uruguay,SCOR,18424.51,Trimestral,21.8
7214,Temporal,4,Female,29/04/2020,24/03/1959,88061,4,Colombia,SCOR,49180.74,Anual,15.4
7215,Temporal,2,Female,01/06/2021,08/11/1970,455677,3,Uruguay,Munich Re,4339.76,Semestral,21.5
7216,Vitalicio,,Male,07/12/2020,28/11/1985,771027,4,Brasil,Partner Re,33797.13,Semestral,7.3
7217,Vitalicio,,Female,25/01/2020,14/10/1969,198540,4,Brasil,Partner Re,28679.86,Semestral,23.8
7218,Temporal,1,Male,11/10/2023,31/07/1986,682904,7,Argentina,Swiss Re,13439,Anual,5.2
7219,Temporal,2,Male,31/12/2020,10/07/1965,21836,1,Mexico,Swiss Re,13887.78,Anual,14.7
7220,Temporal,2,Female,18/02/2024,28/11/1989,491136,4,Chile,Swiss Re,29541.92,Semestral,23
7221,Vitalicio,,Female,02/07/2022,15/07/1959,222295,10,Chile,Lloyds,11553.26,Mensual,6.4
7222,Temporal,5,Female,11/04/2023,13/10/1989,645238,4,Peru,Partner Re,48922.53,Semestral,15.7
7223,Vitalicio,,Male,04/03/2023,04/08/1955,127597,1,Ecuador,Swiss Re,34851.52,Anual,23.9
7224,Temporal,3,Male,17/12/2024,13/04/1976,621565,1,Colombia,Berkshire Re,22541.3,Semestral,22.6
7225,Temporal,2,Female,02/09/2022,22/05/1952,196159,10,Argentina,SCOR,14923.84,Semestral,23.7
7226,Temporal,5,Male,10/01/2020,29/03/1967,997836,3,Ecuador,Berkshire Re,30059.04,Semestral,17
7227,Vitalicio,,Female,28/06/2021,10/05/1963,121561,2,Colombia,SCOR,1474.82,Anual,10.5
7228,Temporal,4,Female,05/02/2022,28/07/1976,534341,6,Uruguay,Hannover Re,8162.51,Trimestral,18.9
7229,Temporal,2,Female,24/07/2022,29/01/1979,797365,9,Colombia,Lloyds,2677.45,Semestral,22
7230,Vitalicio,,Female,22/12/2021,06/04/1971,709480,5,Ecuador,Lloyds,26828.85,Mensual,21.7
7231,Vitalicio,,Male,15/11/2021,25/03/1960,878645,10,Chile,Everest Re,27685.56,Semestral,24.7
7232,Temporal,3,Male,12/01/2021,16/03/1975,629059,2,Chile,Hannover Re,23693.78,Semestral,20.9
7233,Vitalicio,,Male,13/05/2022,01/02/1968,24283,7,Peru,Swiss Re,30207.18,Mensual,22.9
7234,Temporal,1,Male,22/03/2023,01/09/1956,487341,7,Colombia,Partner Re,22399.08,Trimestral,15.2
7235,Temporal,2,Female,14/02/2021,13/03/1984,645147,4,Brasil,Partner Re,27270.37,Trimestral,19.6
7236,Vitalicio,,Female,18/10/2023,30/06/1965,620121,9,Ecuador,Swiss Re,5380.93,Mensual,7.1
7237,Vitalicio,,Male,19/05/2022,05/12/1976,531003,4,Mexico,Hannover Re,3804.19,Anual,5.5
7238,Vitalicio,,Female,19/11/2023,15/11/1972,883943,8,Uruguay,Munich Re,47148.08,Trimestral,11.9
7239,Temporal,2,Male,21/04/2020,10/08/1968,719559,1,Ecuador,Hannover Re,1149.92,Semestral,12.2
7240,Vitalicio,,Female,12/11/2023,22/12/1952,683556,4,Mexico,Munich Re,16084.3,Trimestral,11.6
7241,Temporal,3,Female,19/01/2022,04/08/1982,537793,2,Colombia,Munich Re,13261.98,Trimestral,11.9
7242,Temporal,3,Male,14/10/2023,20/12/1987,736888,4,Ecuador,Swiss Re,28451.37,Mensual,10.8
7243,Temporal,3,Male,02/03/2022,19/03/1985,674411,1,Mexico,SCOR,15754.49,Anual,13.4
7244,Vitalicio,,Male,15/11/2020,11/05/1989,587877,10,Peru,Berkshire Re,40553.78,Trimestral,22.5
7245,Vitalicio,,Male,09/04/2022,31/03/1975,22157,3,Chile,Everest Re,16127.76,Semestral,20.8
7246,Temporal,4,Male,29/07/2022,19/01/1988,823979,10,Uruguay,SCOR,8125.05,Semestral,6.3
